,name,resource,category,homepage,description,projectrank,show,license,labels,github_id,github_url,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,pypi_id,conda_id,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,github_release_downloads,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,gitlab_id,gitlab_url,updated_github_id,docs_url,ignore
421,q-pac,,ml-esm,https://gitlab.com/jmargraf/qpac,Kernel charge equilibration method.,5,False,MIT,['electrostatics'],,,2020-11-15 20:11:27,2020-11-15 20:11:27.000000,,,,4.0,,,2.0,,5.0,,,0.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,jmargraf/qpac,https://gitlab.com/jmargraf/qpac,,,
422,MolSLEPA,,generative,https://github.com/tsudalab/MolSLEPA,Interpretable Fragment-based Molecule Design with Self-learning Entropic Population Annealing.,5,False,MIT,['xai'],tsudalab/MolSLEPA,https://github.com/tsudalab/MolSLEPA,2023-04-10 15:04:55,2023-04-13 12:48:49.000000,2023-04-13 12:48:49,11.0,,1.0,8.0,2.0,,,5.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
423,paper-ml-robustness-material-property,,unsupervised,https://github.com/mathsphy/paper-ml-robustness-material-property,A critical examination of robustness and generalizability of machine learning prediction of materials properties.,5,False,BSD-3-Clause,"['datasets', 'single-paper']",mathsphy/paper-ml-robustness-material-property,https://github.com/mathsphy/paper-ml-robustness-material-property,2023-02-21 02:38:13,2023-04-13 01:18:02.000000,2023-04-13 01:18:02,3.0,,3.0,1.0,,,,4.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
424,rho_learn,,ml-dft,https://github.com/m-stack-org/rho_learn,A proof-of-concept workflow for torch-based electron density learning.,5,False,MIT,"['ml-dft', 'rep-eng']",m-stack-org/rho_learn,https://github.com/m-stack-org/rho_learn,2023-02-14 15:46:26,2023-04-03 07:03:02.000000,2023-03-27 16:58:46,98.0,,2.0,1.0,1.0,,,4.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
425,MUSE,,md,https://github.com/chiang-yuan/muse,A python package for fast building amorphous solids and liquid mixtures from @materialsproject computed structures and..,5,False,MIT,"['ml-iap', 'disordered-materials']",chiang-yuan/muse,https://github.com/chiang-yuan/muse,2023-07-29 00:36:06,2025-02-04 21:36:47.000000,2025-02-04 21:36:44,56.0,2.0,,1.0,9.0,2.0,,4.0,2024-09-18 01:32:57.000,0.1.1,1.0,2.0,,,1.0,1.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
426,SISSO++,,rep-eng,https://gitlab.com/sissopp_developers/sissopp,C++ Implementation of SISSO with python bindings.,5,False,Apache-2.0,['lang-cpp'],,,2021-04-30 14:20:59,2021-04-30 14:20:59.000000,,,,4.0,,,4.0,20.0,3.0,,,1.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,sissopp_developers/sissopp,https://gitlab.com/sissopp_developers/sissopp,,,
427,halex,,ml-esm,https://github.com/ecignoni/halex,Hamiltonian Learning for Excited States https://doi.org/10.48550/arXiv.2311.00844.,5,False,,['excited-states'],ecignoni/halex,https://github.com/ecignoni/halex,2023-09-04 06:54:15,2024-02-08 10:20:53.000000,2024-02-08 10:20:49,169.0,,,3.0,,1.0,,3.0,,,,3.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
428,Alchemical learning,,ml-iap,https://github.com/Luthaf/alchemical-learning,Code for the Modeling high-entropy transition metal alloys with alchemical compression article.,5,False,BSD-3-Clause,"['rep-eng', 'disordered-materials']",Luthaf/alchemical-learning,https://github.com/Luthaf/alchemical-learning,2021-12-02 17:02:00,2023-04-24 18:35:45.000000,2023-04-07 10:19:10,120.0,,1.0,7.0,1.0,,4.0,2.0,,,,10.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
429,Per-site PAiNN,,rep-learn,https://github.com/learningmatter-mit/per-site_painn,Fork of PaiNN for PerovskiteOrderingGCNNs.,5,False,MIT,"['probabilistic', 'pretrained', 'single-paper']",learningmatter-mit/per-site_painn,https://github.com/learningmatter-mit/per-site_painn,2023-06-04 14:23:49,2023-06-05 17:35:19.000000,2023-06-05 17:30:34,123.0,,1.0,,,,,2.0,,,,10.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
430,ACE1Pack.jl,,ml-iap,https://github.com/ACEsuit/ACE1pack.jl,"Provides convenience functionality for the usage of ACE1.jl, ACEfit.jl, JuLIP.jl for fitting interatomic potentials..",5,False,MIT,['lang-julia'],ACEsuit/ACE1pack.jl,https://github.com/ACEsuit/ACE1pack.jl,2023-08-21 16:25:00,2023-08-21 16:30:19.000000,2023-08-21 15:48:54,547.0,,,1.0,,,,1.0,,,,11.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,https://acesuit.github.io/ACE1pack.jl,
431,ML4pXRDs,,rep-learn,https://github.com/aimat-lab/ML4pXRDs,Contains code to train neural networks based on simulated powder XRDs from synthetic crystals.,5,False,MIT,"['xrd', 'single-paper']",aimat-lab/ML4pXRDs,https://github.com/aimat-lab/ML4pXRDs,2022-12-01 16:24:29,2023-07-14 08:17:06.000000,2023-07-14 08:17:04,1320.0,,1.0,2.0,,,,1.0,2023-03-22 11:04:31.000,1.0,1.0,,,,,,,,,,0.0,,,,3.0,,,,,,6.0,,,,,,,,,,,,,,,
432,Per-Site CGCNN,,rep-learn,https://github.com/learningmatter-mit/per-site_cgcnn,Crystal graph convolutional neural networks for predicting material properties.,5,False,MIT,"['pretrained', 'single-paper']",learningmatter-mit/per-site_cgcnn,https://github.com/learningmatter-mit/per-site_cgcnn,2023-05-30 18:59:03,2023-06-05 17:38:46.000000,2023-06-05 17:38:41,28.0,,,,,,,1.0,,,,4.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
433,Geometric-GNNs,,community,https://github.com/AlexDuvalinho/geometric-gnns,List of Geometric GNNs for 3D atomic systems.,4,False,,"['datasets', 'educational', 'rep-learn']",AlexDuvalinho/geometric-gnns,https://github.com/AlexDuvalinho/geometric-gnns,2023-08-31 09:10:32,2024-02-29 16:25:54.000000,2024-02-29 16:25:53,37.0,,7.0,1.0,3.0,,1.0,104.0,,,,4.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
434,ML-in-chemistry-101,,educational,https://github.com/BingqingCheng/ML-in-chemistry-101,The course materials for Machine Learning in Chemistry 101.,4,False,,,BingqingCheng/ML-in-chemistry-101,https://github.com/BingqingCheng/ML-in-chemistry-101,2020-02-09 17:47:07,2020-10-19 08:10:31.000000,2020-10-19 08:10:30,13.0,,17.0,1.0,,,,76.0,,,,1.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
435,MAGUS,,materials-discovery,https://gitlab.com/bigd4/magus,Machine learning And Graph theory assisted Universal structure Searcher.,4,False,,"['structure-prediction', 'active-learning']",,,2023-01-31 09:00:23,2023-01-31 09:00:23.000000,,,,18.0,,,,,68.0,,,0.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,bigd4/magus,https://gitlab.com/bigd4/magus,,,
436,3D-EMGP,,unsupervised,https://github.com/jiaor17/3D-EMGP,[AAAI 2023] The implementation for the paper Energy-Motivated Equivariant Pretraining for 3D Molecular Graphs.,4,False,MIT,"['pretrained', 'rep-learn', 'single-paper']",jiaor17/3D-EMGP,https://github.com/jiaor17/3D-EMGP,2022-05-26 08:10:41,2024-09-14 00:37:28.000000,2024-09-14 00:19:53,20.0,,7.0,2.0,,,1.0,34.0,,,,2.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
437,CatBERTa,,language-models,https://github.com/hoon-ock/CatBERTa,Large Language Model for Catalyst Property Prediction.,4,False,,"['transformer', 'catalysis']",hoon-ock/CatBERTa,https://github.com/hoon-ock/CatBERTa,2023-05-19 18:23:17,2024-03-08 02:59:22.000000,2024-03-08 02:59:22,93.0,,4.0,1.0,2.0,,,24.0,,,,1.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
438,glp,,ml-iap,https://github.com/sirmarcel/glp,tools for graph-based machine-learning potentials in jax.,4,False,MIT,,sirmarcel/glp,https://github.com/sirmarcel/glp,2023-03-27 15:19:40,2024-04-09 12:06:56.000000,2024-03-20 09:00:27,11.0,,1.0,1.0,3.0,,,21.0,,,,1.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
439,Allegro-Legato,,ml-iap,https://github.com/ibayashi-hikaru/allegro-legato,An extension of Allegro with enhanced robustness and time-to-failure.,4,False,MIT,['md'],ibayashi-hikaru/allegro-legato,https://github.com/ibayashi-hikaru/allegro-legato,2023-01-17 19:46:10,2023-08-03 22:25:11.000000,2023-08-03 22:24:35,82.0,,1.0,1.0,,,,20.0,,,,2.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
440,Does this material exist?,,community,https://thismaterialdoesnotexist.com/,Vote on whether you think predicted crystal structures could be synthesised.,4,False,MIT,"['for-fun', 'materials-discovery']",ml-evs/this-material-does-not-exist,https://github.com/ml-evs/this-material-does-not-exist,2023-12-01 18:16:28,2024-07-29 09:50:18.000000,2024-04-10 12:32:06,16.0,,3.0,2.0,2.0,2.0,,18.0,,,,2.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
441,3DSC Database,,datasets,https://github.com/aimat-lab/3DSC,Repo for the paper publishing the superconductor database with 3D crystal structures.,4,False,https://github.com/aimat-lab/3DSC/blob/main/LICENSE.md,"['superconductors', 'materials-discovery']",aimat-lab/3DSC,https://github.com/aimat-lab/3DSC,2021-11-02 09:07:57,2024-11-21 18:12:10.000000,2024-11-21 18:11:56,64.0,,5.0,2.0,,1.0,1.0,18.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
442,LAM Crystal Philately competition 2024,,community,https://bohrium.dp.tech/competitions/8821838186,OpenLAM Challenge crystal structure prediction https://arxiv.org/abs/2501.16358.,4,False,LGPL-2.1,"['single-paper', 'datasets', 'structure-prediction', 'materials-discovery', 'ml-iap', 'uip']",deepmodeling/openlam,https://github.com/deepmodeling/openlam,2024-04-22 06:31:11,2025-02-10 03:36:17.000000,2025-02-10 03:36:17,33.0,2.0,3.0,9.0,11.0,,1.0,17.0,,,,2.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
443,Graph Transport Network,,rep-learn,https://github.com/gasteigerjo/gtn,"Graph transport network (GTN), as proposed in Scalable Optimal Transport in High Dimensions for Graph Distances,..",4,False,https://github.com/gasteigerjo/gtn/blob/main/LICENSE.md,['transport-phenomena'],gasteigerjo/gtn,https://github.com/gasteigerjo/gtn,2021-07-11 23:36:22,2023-04-26 14:22:00.000000,2023-04-26 14:22:00,9.0,,3.0,1.0,,,,15.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
444,ChemDataWriter,,language-models,https://github.com/ShuHuang/chemdatawriter,ChemDataWriter is a transformer-based library for automatically generating research books in the chemistry area.,4,False,MIT,['literature-data'],ShuHuang/chemdatawriter,https://github.com/ShuHuang/chemdatawriter,2023-09-22 10:05:25,2023-10-07 04:23:47.000000,2023-10-07 04:07:59,9.0,,1.0,2.0,,1.0,,14.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
445,SOMD,,md,https://github.com/initqp/somd,Molecular dynamics package designed for the SIESTA DFT code.,4,False,AGPL-3.0,"['ml-iap', 'active-learning']",initqp/somd,https://github.com/initqp/somd,2023-03-09 19:00:41,2025-04-09 09:42:02.000000,2025-04-09 09:40:45,334.0,2.0,2.0,1.0,12.0,,1.0,14.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
446,paper-data-redundancy,,datasets,https://github.com/mathsphy/paper-data-redundancy,Repo for the paper Exploiting redundancy in large materials datasets for efficient machine learning with less data.,4,False,BSD-3-Clause,"['small-data', 'single-paper']",mathsphy/paper-data-redundancy,https://github.com/mathsphy/paper-data-redundancy,2023-06-10 15:00:28,2024-09-23 13:37:50.000000,2024-09-23 13:37:49,18.0,,,1.0,,,,10.0,2023-10-11 14:09:07.000,1.0,1.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
447,chemrev-gpr,,educational,https://github.com/gabor1/chemrev-gpr,Notebooks accompanying the paper on GPR in materials and molecules in Chemical Reviews 2020.,4,False,,,gabor1/chemrev-gpr,https://github.com/gabor1/chemrev-gpr,2020-12-18 23:48:06,2021-05-04 19:21:34.000000,2021-05-04 19:21:30,10.0,,8.0,4.0,,,,10.0,,,,4.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
448,KmdPlus,,unsupervised,https://github.com/Minoru938/KmdPlus,"This module contains a class for treating kernel mean descriptor (KMD), and a function for generating descriptors with..",4,False,MIT,,Minoru938/KmdPlus,https://github.com/Minoru938/KmdPlus,2023-03-26 10:06:34,2024-09-25 07:36:49.000000,2024-09-25 07:36:48,8.0,,1.0,1.0,,,,7.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
449,Mapping out phase diagrams with generative classifiers,,generative,https://github.com/arnoldjulian/Mapping-out-phase-diagrams-with-generative-classifiers,Repository for our ``Mapping out phase diagrams with generative models paper.,4,False,MIT,['phase-transition'],arnoldjulian/Mapping-out-phase-diagrams-with-generative-classifiers,https://github.com/arnoldjulian/Mapping-out-phase-diagrams-with-generative-classifiers,2023-06-07 21:43:14,2023-06-27 08:12:29.000000,2023-06-27 08:12:29,39.0,,2.0,1.0,,,,7.0,,,,2.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
450,DeepCDP,,ml-dft,https://github.com/siddarthachar/deepcdp,DeepCDP: Deep learning Charge Density Prediction.,4,False,,,siddarthachar/deepcdp,https://github.com/siddarthachar/deepcdp,2021-12-18 14:26:56,2023-06-16 20:38:23.000000,2023-06-16 20:38:23,96.0,,3.0,1.0,27.0,,,6.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
451,ML-atomate,,materials-discovery,https://github.com/takahashi-akira-36m/ml_atomate,Machine learning-assisted Atomate code for autonomous computational materials screening.,4,False,GPL-3.0,"['active-learning', 'workflows']",takahashi-akira-36m/ml_atomate,https://github.com/takahashi-akira-36m/ml_atomate,2023-09-21 08:45:10,2023-11-17 09:54:23.000000,2023-11-17 09:51:02,6.0,,1.0,1.0,,,,6.0,2023-09-29 03:52:46.000,stam_m_2023_fix,2.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
452,descriptors-inversion,,generative,https://github.com/MCobe94/descriptors-inversion,Local inversion of the chemical environment representations.,4,False,MIT,"['rep-eng', 'single-paper']",MCobe94/descriptors-inversion,https://github.com/MCobe94/descriptors-inversion,2022-01-27 14:55:20,2023-07-14 14:46:29.000000,2023-07-14 14:46:29,19.0,,1.0,1.0,,,,6.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
453,automl-materials,,rep-eng,https://github.com/mm-tud/automl-materials,AutoML for Regression Tasks on Small Tabular Data in Materials Design.,4,False,MIT,"['automl', 'benchmarking', 'single-paper']",mm-tud/automl-materials,https://github.com/mm-tud/automl-materials,2022-10-07 09:49:18,2022-11-15 15:22:54.000000,2022-11-15 15:22:45,6.0,,1.0,1.0,,,,5.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
454,Crystalframer,,rep-learn,https://github.com/omron-sinicx/crystalframer,The official code respository for Rethinking the role of frames for SE(3)-invariant crystal structure modeling (ICLR..,4,False,MIT,"['transformer', 'single-paper']",omron-sinicx/crystalframer,https://github.com/omron-sinicx/crystalframer,2025-01-30 06:14:55,2025-03-06 16:19:41.000000,2025-03-01 09:45:46,3.0,3.0,,4.0,,,,5.0,,,,2.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
455,Visual Graph Datasets,,datasets,https://github.com/aimat-lab/visual_graph_datasets,Datasets for the training of graph neural networks (GNNs) and subsequent visualization of attributional explanations..,4,False,MIT,"['xai', 'rep-learn']",aimat-lab/visual_graph_datasets,https://github.com/aimat-lab/visual_graph_datasets,2023-06-01 11:33:18,2025-01-09 15:36:58.000000,2025-01-09 15:36:54,56.0,,2.0,2.0,,1.0,,3.0,,,,2.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
456,rholearn,,ml-dft,https://github.com/lab-cosmo/rholearn,Learning and predicting electronic densities decomposed on a basis and global electronic densities of states at DFT..,4,False,MIT,"['ml-dft', 'rep-eng', 'density-of-states']",lab-cosmo/rholearn,https://github.com/lab-cosmo/rholearn,2024-09-30 20:22:25,2025-02-26 14:57:48.000000,2025-01-24 13:12:39,18.0,1.0,1.0,2.0,13.0,,,3.0,2024-10-04 19:31:33.000,0.1.0,1.0,2.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
457,OPTIMADE providers dashboard,,datasets,https://www.optimade.org/providers-dashboard/,A dashboard of known providers.,4,False,,,Materials-Consortia/providers-dashboard,https://github.com/Materials-Consortia/providers-dashboard,2020-06-17 16:15:07,2025-04-10 06:40:21.000000,2025-02-02 11:11:14,142.0,1.0,3.0,18.0,149.0,10.0,18.0,2.0,,,,7.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
458,linear-regression-benchmarks,,datasets,https://github.com/BingqingCheng/linear-regression-benchmarks,Data sets used for linear regression benchmarks.,4,False,MIT,"['benchmarking', 'single-paper']",BingqingCheng/linear-regression-benchmarks,https://github.com/BingqingCheng/linear-regression-benchmarks,2020-04-16 20:48:28,2022-01-26 08:29:46.000000,2022-01-26 08:29:46,24.0,,,2.0,2.0,,,1.0,,,,3.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
459,AI4ChemMat Hands-On Series,,educational,https://github.com/ai4chemmat/ai4chemmat.github.io,Hands-On Series organized by Chemistry and Materials working group at Argonne Nat Lab.,4,False,MPL-2.0,,ai4chemmat/ai4chemmat.github.io,https://github.com/ai4chemmat/ai4chemmat.github.io,2023-03-24 21:25:21,2024-04-24 16:32:18.000000,2024-04-24 16:32:18,40.0,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
460,MALADA,,ml-dft,https://github.com/mala-project/malada,MALA Data Acquisition: Helpful tools to build data for MALA.,4,False,BSD-3-Clause,,mala-project/malada,https://github.com/mala-project/malada,2021-07-26 05:46:08,2025-03-14 13:37:08.000000,2025-03-14 13:11:52,131.0,5.0,2.0,2.0,6.0,17.0,2.0,1.0,,,,3.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
461,ACE Workflows,,ml-iap,https://github.com/ACEsuit/ACEworkflows,Workflow Examples for ACE Models.,4,False,,"['lang-julia', 'workflows']",ACEsuit/ACEworkflows,https://github.com/ACEsuit/ACEworkflows,2023-04-04 16:57:36,2023-10-12 18:01:00.000000,2023-10-12 18:00:39,45.0,,1.0,3.0,7.0,1.0,,,,,,5.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
462,gprep,,ml-dft,https://gitlab.com/jmargraf/gprep,Fitting DFTB repulsive potentials with GPR.,4,False,MIT,['single-paper'],,,2019-09-30 09:15:04,2019-09-30 09:15:04.000000,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,jmargraf/gprep,https://gitlab.com/jmargraf/gprep,,,
463,closed-loop-acceleration-benchmarks,,materials-discovery,https://github.com/aced-differentiate/closed-loop-acceleration-benchmarks,Data and scripts in support of the publication By how much can closed-loop frameworks accelerate computational..,4,False,MIT,"['materials-discovery', 'active-learning', 'single-paper']",aced-differentiate/closed-loop-acceleration-benchmarks,https://github.com/aced-differentiate/closed-loop-acceleration-benchmarks,2022-11-10 20:22:30,2023-07-25 21:25:42.000000,2023-05-02 17:07:48,17.0,,1.0,4.0,3.0,,,,,,,2.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
464,PeriodicPotentials,,ml-iap,https://github.com/AaltoRSE/PeriodicPotentials,A Periodic table app that displays potentials based on the selected elements.,4,False,MIT,"['community', 'visualization', 'lang-js']",AaltoRSE/PeriodicPotentials,https://github.com/AaltoRSE/PeriodicPotentials,2022-10-14 09:03:59,2022-10-18 17:10:22.000000,2022-10-18 17:10:22,17.0,,1.0,3.0,3.0,,,,,,,2.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
465,ALEBREW,,active-learning,https://github.com/nec-research/alebrew,Official repository for the paper Uncertainty-biased molecular dynamics for learning uniformly accurate interatomic..,3,False,https://github.com/nec-research/alebrew/blob/main/LICENSE.txt,"['ml-iap', 'md']",nec-research/alebrew,https://github.com/nec-research/alebrew,2024-02-27 07:32:23,2024-10-29 15:11:38.000000,2024-10-29 15:11:33,3.0,,5.0,1.0,,,1.0,18.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
466,SPINNER,,materials-discovery,https://github.com/MDIL-SNU/SPINNER,SPINNER (Structure Prediction of Inorganic crystals using Neural Network potentials with Evolutionary and Random..,3,False,GPL-3.0,"['lang-cpp', 'structure-prediction']",MDIL-SNU/SPINNER,https://github.com/MDIL-SNU/SPINNER,2021-07-15 02:10:58,2024-07-20 05:12:50.000000,2021-11-25 07:58:15,102.0,,2.0,1.0,,1.0,,13.0,,,,2.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
467,atom_by_atom,,rep-learn,https://github.com/learningmatter-mit/atom_by_atom,Atom-by-atom design of metal oxide catalysts for the oxygen evolution reaction with Machine Learning.,3,False,,"['surface-science', 'single-paper']",learningmatter-mit/atom_by_atom,https://github.com/learningmatter-mit/atom_by_atom,2023-05-30 20:18:00,2023-10-19 15:59:08.000000,2023-10-19 15:35:49,74.0,,1.0,2.0,,,,10.0,,,,4.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
468,MEGAN: Multi Explanation Graph Attention Student,,xai,https://github.com/aimat-lab/graph_attention_student,Minimal implementation of graph attention student model architecture.,3,False,MIT,['rep-learn'],aimat-lab/graph_attention_student,https://github.com/aimat-lab/graph_attention_student,2022-07-28 06:22:50,2025-03-20 09:18:33.000000,2025-03-20 09:18:28,105.0,1.0,1.0,2.0,1.0,1.0,2.0,9.0,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
469,e3psi,,ml-esm,https://github.com/muhrin/e3psi,Equivariant machine learning library for learning from electronic structures.,3,False,LGPL-3.0,,muhrin/e3psi,https://github.com/muhrin/e3psi,2022-08-08 10:48:30,2024-01-05 12:59:56.000000,2024-01-05 12:59:09,19.0,,,1.0,,,,6.0,,,,,,,2.0,2.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
470,Element encoder,,rep-learn,https://github.com/jeherr/element-encoder,Autoencoder neural network to compress properties of atomic species into a vector representation.,3,False,GPL-3.0,['single-paper'],jeherr/element-encoder,https://github.com/jeherr/element-encoder,2019-03-27 17:11:30,2020-01-09 15:54:27.000000,2020-01-09 15:54:26,8.0,,2.0,4.0,,,1.0,6.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
471,sl_discovery,,materials-discovery,https://github.com/CitrineInformatics-ERD-public/sl_discovery,Data processing and models related to Quantifying the performance of machine learning models in materials discovery.,3,False,Apache-2.0,"['materials-discovery', 'single-paper']",CitrineInformatics-ERD-public/sl_discovery,https://github.com/CitrineInformatics-ERD-public/sl_discovery,2022-10-24 18:10:14,2022-12-20 23:46:05.000000,2022-12-20 23:45:57,5.0,,1.0,2.0,,,,5.0,,,,2.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
472,APET,,ml-dft,https://github.com/emotionor/APET,Atomic Positional Embedding-based Transformer.,3,False,GPL-3.0,"['density-of-states', 'transformer']",emotionor/APET,https://github.com/emotionor/APET,2023-03-06 01:53:16,2024-04-24 03:43:39.000000,2023-09-28 03:16:11,11.0,,,1.0,,,,5.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
473,interface-lammps-mlip-3,,md,https://gitlab.com/ivannovikov/interface-lammps-mlip-3,An interface between LAMMPS and MLIP (version 3).,3,False,GPL-2.0,,,,2023-04-24 12:48:51,2023-04-24 12:48:51.000000,,,,7.0,,,4.0,1.0,4.0,,,0.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,ivannovikov/interface-lammps-mlip-3,https://gitlab.com/ivannovikov/interface-lammps-mlip-3,,,
474,PiNN Lab,,educational,https://github.com/Teoroo-CMC/PiNN_lab,Material for running a lab session on atomic neural networks.,3,False,GPL-3.0,,Teoroo-CMC/PiNN_lab,https://github.com/Teoroo-CMC/PiNN_lab,2019-03-17 22:09:30,2023-05-01 15:59:56.000000,2023-05-01 15:59:22,9.0,,1.0,2.0,1.0,,,3.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
475,quantum-structure-ml,,general-tool,https://github.com/hgheiberger/quantum-structure-ml,Multi-class classification model for predicting the magnetic order of magnetic structures and a binary classification..,3,False,,"['magnetism', 'benchmarking']",hgheiberger/quantum-structure-ml,https://github.com/hgheiberger/quantum-structure-ml,2020-10-05 01:11:01,2022-12-22 21:45:40.000000,2022-12-22 21:45:40,19.0,,,2.0,,,,3.0,2022-08-18 05:25:24.000,1.0.0,1.0,4.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
476,ACEatoms,,general-tool,https://github.com/ACEsuit/ACEatoms.jl,Generic code for modelling atomic properties using ACE.,3,False,https://github.com/ACEsuit/ACEatoms.jl/blob/main/ASL.md,['lang-julia'],ACEsuit/ACEatoms.jl,https://github.com/ACEsuit/ACEatoms.jl,2021-03-23 23:50:03,2023-01-13 21:35:06.000000,2023-01-13 21:28:08,134.0,,1.0,2.0,14.0,4.0,3.0,2.0,,,,10.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
