,name,resource,category,license,homepage,description,projectrank,show,labels,github_id,github_url,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,pypi_id,conda_id,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,github_release_downloads,updated_github_id,trending,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,gitlab_id,gitlab_url,docs_url,ignore
380,ACEatoms,,general-tool,https://github.com/ACEsuit/ACEatoms.jl/blob/main/ASL.md,https://github.com/ACEsuit/ACEatoms.jl,Generic code for modelling atomic properties using ACE.,4,False,['lang-julia'],ACEsuit/ACEatoms.jl,https://github.com/ACEsuit/ACEatoms.jl,2021-03-23 23:50:03,2023-01-13 21:35:06.000000,2023-01-13 21:28:08,134.0,,1.0,3.0,14.0,4.0,3.0,2.0,,,,10.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
381,OPTIMADE providers dashboard,,datasets,,https://www.optimade.org/providers-dashboard/,A dashboard of known providers.,4,False,,Materials-Consortia/providers-dashboard,https://github.com/Materials-Consortia/providers-dashboard,2020-06-17 16:15:07,2024-10-17 06:34:06.000000,2024-10-01 19:09:06,140.0,2.0,3.0,19.0,142.0,10.0,18.0,1.0,,,,7.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
382,AI4ChemMat Hands-On Series,,educational,MPL-2.0,https://github.com/ai4chemmat/ai4chemmat.github.io,Hands-On Series organized by Chemistry and Materials working group at Argonne Nat Lab.,4,False,,ai4chemmat/ai4chemmat.github.io,https://github.com/ai4chemmat/ai4chemmat.github.io,2023-03-24 21:25:21,2024-04-24 16:32:18.000000,2024-04-24 16:32:18,40.0,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
383,magnetism-prediction,,rep-eng,Apache-2.0,https://github.com/dppant/magnetism-prediction,DFT-aided Machine Learning Search for Magnetism in Fe-based Bimetallic Chalcogenides.,4,False,"['magnetism', 'single-paper']",dppant/magnetism-prediction,https://github.com/dppant/magnetism-prediction,2022-09-13 03:58:10,2023-07-19 13:25:49.000000,2023-07-19 13:25:49,46.0,,1.0,3.0,,,,1.0,,,,2.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
384,ACE Workflows,,ml-iap,,https://github.com/ACEsuit/ACEworkflows,Workflow Examples for ACE Models.,4,False,"['lang-julia', 'workflows']",ACEsuit/ACEworkflows,https://github.com/ACEsuit/ACEworkflows,2023-04-04 16:57:36,2023-10-12 18:01:00.000000,2023-10-12 18:00:39,45.0,,1.0,3.0,7.0,1.0,,,,,,5.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
385,gprep,,ml-dft,MIT,https://gitlab.com/jmargraf/gprep,Fitting DFTB repulsive potentials with GPR.,4,False,['single-paper'],,,2019-09-30 09:15:04,2019-09-30 09:15:04.000000,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,jmargraf/gprep,https://gitlab.com/jmargraf/gprep,,
386,closed-loop-acceleration-benchmarks,,materials-discovery,MIT,https://github.com/aced-differentiate/closed-loop-acceleration-benchmarks,Data and scripts in support of the publication By how much can closed-loop frameworks accelerate computational..,4,False,"['materials-discovery', 'active-learning', 'single-paper']",aced-differentiate/closed-loop-acceleration-benchmarks,https://github.com/aced-differentiate/closed-loop-acceleration-benchmarks,2022-11-10 20:22:30,2023-07-25 21:25:42.000000,2023-05-02 17:07:48,17.0,,1.0,4.0,3.0,,,,,,,2.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
387,PeriodicPotentials,,ml-iap,MIT,https://github.com/AaltoRSE/PeriodicPotentials,A Periodic table app that displays potentials based on the selected elements.,4,False,"['community', 'visualization', 'lang-js']",AaltoRSE/PeriodicPotentials,https://github.com/AaltoRSE/PeriodicPotentials,2022-10-14 09:03:59,2022-10-18 17:10:22.000000,2022-10-18 17:10:22,17.0,,1.0,3.0,3.0,,,,,,,2.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
388,CatBERTa,,language-models,,https://github.com/hoon-ock/CatBERTa,Large Language Model for Catalyst Property Prediction.,3,False,"['transformer', 'catalysis']",hoon-ock/CatBERTa,https://github.com/hoon-ock/CatBERTa,2023-05-19 18:23:17,2024-03-08 02:59:22.000000,2024-03-08 02:59:22,93.0,,2.0,1.0,2.0,,,20.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
389,SPINNER,,materials-discovery,GPL-3.0,https://github.com/MDIL-SNU/SPINNER,SPINNER (Structure Prediction of Inorganic crystals using Neural Network potentials with Evolutionary and Random..,3,False,"['lang-cpp', 'structure-prediction']",MDIL-SNU/SPINNER,https://github.com/MDIL-SNU/SPINNER,2021-07-15 02:10:58,2024-07-20 05:12:50.000000,2021-11-25 07:58:15,102.0,,2.0,1.0,,1.0,,12.0,,,,2.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
390,ALEBREW,,active-learning,https://github.com/nec-research/alebrew/blob/main/LICENSE.txt,https://github.com/nec-research/alebrew,Official repository for the paper Uncertainty-biased molecular dynamics for learning uniformly accurate interatomic..,3,False,"['ml-iap', 'md']",nec-research/alebrew,https://github.com/nec-research/alebrew,2024-02-27 07:32:23,2024-03-17 13:51:57.000000,2024-03-17 13:51:52,2.0,,3.0,1.0,,1.0,,9.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
391,atom_by_atom,,rep-learn,,https://github.com/learningmatter-mit/atom_by_atom,Atom-by-atom design of metal oxide catalysts for the oxygen evolution reaction with Machine Learning.,3,False,"['surface-science', 'single-paper']",learningmatter-mit/atom_by_atom,https://github.com/learningmatter-mit/atom_by_atom,2023-05-30 20:18:00,2023-10-19 15:59:08.000000,2023-10-19 15:35:49,74.0,,,2.0,,,,8.0,,,,4.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
392,DeepCDP,,ml-dft,,https://github.com/siddarthachar/deepcdp,DeepCDP: Deep learning Charge Density Prediction.,3,False,,siddarthachar/deepcdp,https://github.com/siddarthachar/deepcdp,2021-12-18 14:26:56,2023-06-16 20:38:23.000000,2023-06-16 20:38:23,96.0,,2.0,2.0,27.0,,,6.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
393,Element encoder,,rep-learn,GPL-3.0,https://github.com/jeherr/element-encoder,Autoencoder neural network to compress properties of atomic species into a vector representation.,3,False,['single-paper'],jeherr/element-encoder,https://github.com/jeherr/element-encoder,2019-03-27 17:11:30,2020-01-09 15:54:27.000000,2020-01-09 15:54:26,8.0,,2.0,4.0,,,1.0,6.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
394,Cephalo,,language-models,Apache-2.0,https://github.com/lamm-mit/Cephalo,Multimodal Vision-Language Models for Bio-Inspired Materials Analysis and Design.,3,False,"['generative', 'multimodal', 'pretrained']",lamm-mit/Cephalo,https://github.com/lamm-mit/Cephalo,2024-05-28 12:29:13,2024-07-23 09:27:58.000000,2024-07-23 09:27:57,24.0,1.0,1.0,1.0,,,,6.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
395,interface-lammps-mlip-3,,md,GPL-2.0,https://gitlab.com/ivannovikov/interface-lammps-mlip-3,An interface between LAMMPS and MLIP (version 3).,3,False,,,,2023-04-24 12:48:51,2023-04-24 12:48:51.000000,,,,6.0,,,4.0,1.0,5.0,,,0.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,ivannovikov/interface-lammps-mlip-3,https://gitlab.com/ivannovikov/interface-lammps-mlip-3,,
396,sl_discovery,,materials-discovery,Apache-2.0,https://github.com/CitrineInformatics-ERD-public/sl_discovery,Data processing and models related to Quantifying the performance of machine learning models in materials discovery.,3,False,"['materials-discovery', 'single-paper']",CitrineInformatics-ERD-public/sl_discovery,https://github.com/CitrineInformatics-ERD-public/sl_discovery,2022-10-24 18:10:14,2022-12-20 23:46:05.000000,2022-12-20 23:45:57,5.0,,2.0,2.0,,,,5.0,,,,2.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
397,APET,,ml-dft,GPL-3.0,https://github.com/emotionor/APET,Atomic Positional Embedding-based Transformer.,3,False,"['density-of-states', 'transformer']",emotionor/APET,https://github.com/emotionor/APET,2023-03-06 01:53:16,2024-04-24 03:43:39.000000,2023-09-28 03:16:11,11.0,,,2.0,,,,4.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
398,e3psi,,ml-esm,LGPL-3.0,https://github.com/muhrin/e3psi,Equivariant machine learning library for learning from electronic structures.,3,False,,muhrin/e3psi,https://github.com/muhrin/e3psi,2022-08-08 10:48:30,2024-01-05 12:59:56.000000,2024-01-05 12:59:09,19.0,,,2.0,,,,3.0,,,,,,,2.0,2.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
399,torch_spex,,math,,https://github.com/lab-cosmo/torch_spex,Spherical expansions in PyTorch.,3,False,,lab-cosmo/torch_spex,https://github.com/lab-cosmo/torch_spex,2023-03-28 09:48:36,2024-03-28 05:33:01.000000,2024-03-28 05:33:01,77.0,,2.0,18.0,35.0,7.0,2.0,3.0,,,,3.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
400,PiNN Lab,,educational,GPL-3.0,https://github.com/Teoroo-CMC/PiNN_lab,Material for running a lab session on atomic neural networks.,3,False,,Teoroo-CMC/PiNN_lab,https://github.com/Teoroo-CMC/PiNN_lab,2019-03-17 22:09:30,2023-05-01 15:59:56.000000,2023-05-01 15:59:22,9.0,,1.0,3.0,1.0,,,2.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
401,CSNN,,ml-dft,BSD-3-Clause,https://github.com/foxjas/CSNN,Primary codebase of CSNN - Concentric Spherical Neural Network for 3D Representation Learning.,3,False,,foxjas/CSNN,https://github.com/foxjas/CSNN,2022-05-19 15:40:49,2022-10-11 04:27:40.000000,2022-10-11 04:27:40,6.0,,,1.0,,,,2.0,,,,3.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
402,Linear vs blackbox,,xai,MIT,https://github.com/CitrineInformatics-ERD-public/linear-vs-blackbox,Code and data related to the publication: Interpretable models for extrapolation in scientific machine learning.,3,False,"['xai', 'single-paper', 'rep-eng']",CitrineInformatics-ERD-public/linear-vs-blackbox,https://github.com/CitrineInformatics-ERD-public/linear-vs-blackbox,2022-12-02 20:32:53,2022-12-16 18:48:12.000000,2022-12-16 18:48:12,4.0,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
403,MALADA,,ml-dft,BSD-3-Clause,https://github.com/mala-project/malada,MALA Data Acquisition: Helpful tools to build data for MALA.,3,False,,mala-project/malada,https://github.com/mala-project/malada,2021-07-26 05:46:08,2024-10-17 07:39:59.000000,2023-05-24 09:18:24,111.0,,1.0,2.0,4.0,17.0,2.0,1.0,,,,2.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
404,ML-for-CurieTemp-Predictions,,rep-eng,MIT,https://github.com/msg-byu/ML-for-CurieTemp-Predictions,Machine Learning Predictions of High-Curie-Temperature Materials.,3,False,"['single-paper', 'magnetism']",msg-byu/ML-for-CurieTemp-Predictions,https://github.com/msg-byu/ML-for-CurieTemp-Predictions,2023-06-05 22:46:47,2023-06-14 19:05:50.000000,2023-06-14 19:05:47,25.0,,,1.0,,,,1.0,,,,2.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
405,Magpie,,general-tool,MIT,https://bitbucket.org/wolverton/magpie/,Materials Agnostic Platform for Informatics and Exploration (Magpie).,3,False,['lang-java'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
406,PyFLAME,,ml-iap,,https://gitlab.com/flame-code/PyFLAME,An automated approach for developing neural network interatomic potentials with FLAME..,3,False,"['active-learning', 'structure-prediction', 'structure-optimization', 'rep-eng', 'lang-fortran']",,,2021-04-07 09:16:07,2021-04-07 09:16:07.000000,,,,4.0,,,,,,,,0.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,flame-code/PyFLAME,https://gitlab.com/flame-code/PyFLAME,,
407,nep-data,,datasets,,https://gitlab.com/brucefan1983/nep-data,Data related to the NEP machine-learned potential of GPUMD.,2,False,"['ml-iap', 'md', 'transport-phenomena']",,,2021-11-22 19:43:01,2021-11-22 19:43:01.000000,,,,4.0,,,1.0,1.0,13.0,,,0.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,brucefan1983/nep-data,https://gitlab.com/brucefan1983/nep-data,,
408,MLDensity_tutorial,,educational,,https://github.com/bfocassio/MLDensity_tutorial,Tutorial files to work with ML for the charge density in molecules and solids.,2,False,,bfocassio/MLDensity_tutorial,https://github.com/bfocassio/MLDensity_tutorial,2023-01-31 10:33:23,2023-02-22 19:20:32.000000,2023-02-22 19:20:32,8.0,,1.0,1.0,,,,9.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
409,SingleNN,,ml-iap,,https://github.com/lmj1029123/SingleNN,An efficient package for training and executing neural-network interatomic potentials.,2,False,['lang-cpp'],lmj1029123/SingleNN,https://github.com/lmj1029123/SingleNN,2020-03-11 18:36:16,2021-11-09 00:40:18.000000,2021-11-09 00:40:10,17.0,,1.0,1.0,,1.0,,8.0,,,,4.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
410,A3MD,,ml-dft,,https://github.com/brunocuevas/a3md,MPNN-like + Analytic Density Model = Accurate electron densities.,2,False,"['rep-learn', 'single-paper']",brunocuevas/a3md,https://github.com/brunocuevas/a3md,2021-06-02 07:23:17,2021-12-02 17:10:39.000000,2021-12-02 17:10:34,4.0,,1.0,2.0,,,,8.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
411,tmQM_wB97MV Dataset,,datasets,,https://github.com/ulissigroup/tmQM_wB97MV,Code for Applying Large Graph Neural Networks to Predict Transition Metal Complex Energies Using the tmQM_wB97MV..,2,False,"['catalysis', 'rep-learn']",ulissigroup/tmqm_wB97MV,https://github.com/ulissigroup/tmQM_wB97MV,2023-07-17 21:40:20,2024-04-09 22:01:26.000000,2024-04-09 22:01:26,17.0,,1.0,3.0,,,2.0,6.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
412,LAMMPS-style pair potentials with GAP,,educational,,https://github.com/victorprincipe/pair_potentials,A tutorial on how to create LAMMPS-style pair potentials and use them in combination with GAP potentials to run MD..,2,False,"['ml-iap', 'md', 'rep-eng']",victorprincipe/pair_potentials,https://github.com/victorprincipe/pair_potentials,2022-09-21 09:45:03,2022-10-03 08:06:22.000000,2022-10-03 08:05:53,36.0,,,1.0,1.0,,,4.0,,,,2.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
413,AisNet,,ml-iap,MIT,https://github.com/loilisxka/AisNet,A Universal Interatomic Potential Neural Network with Encoded Local Environment Features..,2,False,,loilisxka/AisNet,https://github.com/loilisxka/AisNet,2022-10-11 05:54:59,2022-10-11 06:02:47.000000,2022-10-11 05:58:06,2.0,,,1.0,,,,3.0,,,,2.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
414,MALA Tutorial,,educational,,https://github.com/mala-project/mala_tutorial,A full MALA hands-on tutorial.,2,False,,mala-project/mala_tutorial,https://github.com/mala-project/mala_tutorial,2023-03-09 14:01:54,2023-11-28 11:20:39.000000,2023-11-28 11:17:01,24.0,,,2.0,,,,2.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
415,quantum-structure-ml,,general-tool,,https://github.com/hgheiberger/quantum-structure-ml,Multi-class classification model for predicting the magnetic order of magnetic structures and a binary classification..,2,False,"['magnetism', 'benchmarking']",hgheiberger/quantum-structure-ml,https://github.com/hgheiberger/quantum-structure-ml,2020-10-05 01:11:01,2022-12-22 21:45:40.000000,2022-12-22 21:45:40,19.0,,,2.0,,,,2.0,2022-08-18 05:25:24.000,1.0.0,1.0,4.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
416,RuNNer,,ml-iap,GPL-3.0,https://www.uni-goettingen.de/de/560580.html,The RuNNer Neural Network Energy Representation is a Fortran-based framework for the construction of Behler-..,2,False,['lang-fortran'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,https://theochemgoettingen.gitlab.io/RuNNer/,
417,Point Edge Transformer,,rep-learn,CC-BY-4.0,https://zenodo.org/record/7967079,"Smooth, exact rotational symmetrization for deep learning on point clouds.",2,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
418,nnp-pre-training,,ml-iap,,https://github.com/jla-gardner/nnp-pre-training,Synthetic pre-training for neural-network interatomic potentials.,1,False,"['pretrained', 'md']",jla-gardner/nnp-pre-training,https://github.com/jla-gardner/nnp-pre-training,2023-07-12 11:58:29,2023-12-19 12:08:14.000000,2023-12-19 12:08:14,11.0,,,1.0,,,,6.0,2023-12-19 12:02:35.000,1.0,1.0,2.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
419,SphericalNet,,rep-learn,,https://github.com/risilab/SphericalNet,Implementation of Clebsch-Gordan Networks (CGnet: https://arxiv.org/pdf/1806.09231.pdf) by GElib & cnine libraries in..,1,False,,risilab/SphericalNet,https://github.com/risilab/SphericalNet,2022-05-31 14:39:05,2022-06-07 03:57:10.000000,2022-06-07 03:53:49,1.0,,,2.0,,,,3.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
420,Wigner Kernels,,math,,https://github.com/lab-cosmo/wigner_kernels,Collection of programs to benchmark Wigner kernels.,1,False,['benchmarking'],lab-cosmo/wigner_kernels,https://github.com/lab-cosmo/wigner_kernels,2022-12-08 12:28:26,2023-07-08 15:48:41.000000,2023-07-08 15:48:37,109.0,,,1.0,,,1.0,2.0,,,,5.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
421,kdft,,ml-dft,,https://gitlab.com/jmargraf/kdf,The Kernel Density Functional (KDF) code allows generating ML based DFT functionals.,1,False,,,,2020-11-07 21:50:22,2020-11-07 21:50:22.000000,,,,0.0,,,,,2.0,,,0.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,jmargraf/kdf,https://gitlab.com/jmargraf/kdf,,
422,mag-ace,,ml-iap,,https://github.com/mttrin93/mag-ace,Magnetic ACE potential. FORTRAN interface for LAMMPS SPIN package.,1,False,"['magnetism', 'md', 'lang-fortran']",mttrin93/mag-ace,https://github.com/mttrin93/mag-ace,2023-12-26 19:00:40,2023-12-26 22:34:27.000000,2023-12-26 22:34:27,7.0,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
423,mlp,,ml-iap,,https://github.com/cesmix-mit/MLP,Proper orthogonal descriptors for efficient and accurate interatomic potentials...,1,False,['lang-julia'],cesmix-mit/mlp,https://github.com/cesmix-mit/MLP,2022-02-25 23:03:09,2022-10-22 19:01:45.000000,2022-10-22 19:01:42,12.0,,1.0,2.0,,,,1.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
424,GitHub topic materials-informatics,,community,,https://github.com/topics/materials-informatics,GitHub topic materials-informatics.,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
425,MateriApps,,community,,https://ma.issp.u-tokyo.ac.jp/en/,A Portal Site of Materials Science Simulation.,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
426,Allegro-JAX,,ml-iap,,https://github.com/mariogeiger/allegro-jax,JAX implementation of the Allegro interatomic potential.,0,True,,mariogeiger/allegro-jax,https://github.com/mariogeiger/allegro-jax,2023-07-02 19:00:00,2024-04-09 18:44:30.000000,2024-04-09 18:44:30,7.0,,2.0,2.0,1.0,1.0,1.0,18.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,Descriptor Embedding and Clustering for Atomisitic-environment Framework (DECAF),,unsupervised,,https://gitlab.mpcdf.mpg.de/klai/decaf,Provides a workflow to obtain clustering of local environments in dataset of structures.,0,False,,,,,,,41.0,,,,,,,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,MLDensity,,ml-dft,,https://github.com/StefanoSanvitoGroup/MLdensity,Linear Jacobi-Legendre expansion of the charge density for machine learning-accelerated electronic structure..,0,False,,StefanoSanvitoGroup/MLdensity,https://github.com/StefanoSanvitoGroup/MLdensity,2023-01-31 20:44:45,2024-05-27 12:28:57.000000,2023-02-22 19:25:51,14.0,,,2.0,,,,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
